employee_id,period_start,attrition_in_3m,termination_date,risk_score_at_period,had_intervention_this_period
E00054,2025-01-01,0,,0.390579,0
E00056,2025-01-01,0,,0.736735,0
E00059,2025-01-01,1,2025-02-01,0.688978,0
E00061,2025-01-01,0,,0.729784,0
E00062,2025-01-01,0,,0.816074,1
E00065,2025-01-01,0,,0.663631,0
E00067,2025-01-01,0,,0.79472,0
E00069,2025-01-01,0,,0.756755,0
E00070,2025-01-01,0,,0.782986,0
E00071,2025-01-01,0,,0.62719,0
E00072,2025-01-01,0,,0.564248,0
E00074,2025-01-01,0,,0.655614,0
E00078,2025-01-01,0,,0.738439,0
E00082,2025-01-01,0,,0.728579,0
E00084,2025-01-01,0,,0.711455,0
E00087,2025-01-01,0,,0.73743,0
E00090,2025-01-01,0,,0.562741,0
E00091,2025-01-01,0,,0.730732,0
E00094,2025-01-01,0,,0.600748,0
E00095,2025-01-01,0,,0.725985,0
E00099,2025-01-01,0,,0.69585,0
E00101,2025-01-01,0,,0.791922,1
E00104,2025-01-01,0,,0.686464,0
E00106,2025-01-01,0,,0.780678,0
E00107,2025-01-01,0,,0.706359,0
E00110,2025-01-01,0,,0.788531,0
E00111,2025-01-01,0,,0.800189,1
E00114,2025-01-01,0,,0.567139,0
E00117,2025-01-01,0,,0.860842,1
E00119,2025-01-01,0,,0.811803,0
E00120,2025-01-01,0,,0.602627,0
E00121,2025-01-01,0,,0.641787,0
E00122,2025-01-01,1,2025-03-10,0.706953,0
E00123,2025-01-01,0,,0.615031,0
E00124,2025-01-01,0,,0.582078,0
E00125,2025-01-01,0,,0.55718,0
E00126,2025-01-01,0,,0.528828,0
E00127,2025-01-01,0,,0.710327,0
E00128,2025-01-01,1,2025-01-08,0.789727,0
E00129,2025-01-01,0,,0.75226,0
E00130,2025-01-01,0,,0.744725,0
E00135,2025-01-01,0,,0.795245,1
E00136,2025-01-01,0,,0.58204,0
E00137,2025-01-01,0,,0.687192,0
E00139,2025-01-01,0,,0.917995,1
E00140,2025-01-01,0,,0.728543,0
E00141,2025-01-01,0,,0.725593,0
E00142,2025-01-01,0,,0.789586,0
E00144,2025-01-01,0,,0.663397,0
E00145,2025-01-01,0,,0.440887,0
E00146,2025-01-01,0,,0.803797,0
E00147,2025-01-01,0,,0.752372,0
E00149,2025-01-01,0,,0.699499,0
E00152,2025-01-01,0,,0.844131,0
E00157,2025-01-01,0,,0.72399,0
E00158,2025-01-01,0,,0.711539,0
E00159,2025-01-01,0,,0.736826,0
E00161,2025-01-01,0,,0.747618,0
E00163,2025-01-01,0,,0.749724,0
E00165,2025-01-01,0,,0.809486,0
E00167,2025-01-01,0,,0.722385,0
E00168,2025-01-01,0,,0.490605,0
E00169,2025-01-01,0,,0.805929,0
E00170,2025-01-01,1,2025-01-15,0.762843,0
E00171,2025-01-01,0,,0.751905,0
E00173,2025-01-01,0,,0.808401,1
E00174,2025-01-01,0,,0.510358,0
E00175,2025-01-01,0,,0.750642,0
E00176,2025-01-01,0,,0.785339,0
E00177,2025-01-01,0,,0.791404,0
E00179,2025-01-01,0,,0.694963,0
E00180,2025-01-01,0,,0.547732,0
E00181,2025-01-01,0,,0.500291,0
E00182,2025-01-01,0,,0.792696,0
E00183,2025-01-01,0,,0.703284,0
E00184,2025-01-01,0,,0.643142,0
E00186,2025-01-01,0,,0.814756,1
E00187,2025-01-01,0,,0.664474,0
E00188,2025-01-01,0,,0.747948,0
E00193,2025-01-01,0,,0.513234,0
E00200,2025-01-01,0,,0.65569,0
E00203,2025-01-01,1,2025-03-25,0.818478,0
E00204,2025-01-01,0,,0.815333,0
E00205,2025-01-01,0,,0.76717,0
E00206,2025-01-01,0,,0.699696,0
E00207,2025-01-01,0,,0.440177,0
E00209,2025-01-01,0,,0.808982,0
E00210,2025-01-01,0,,0.605976,0
E00215,2025-01-01,0,,0.702369,0
E00216,2025-01-01,0,,0.689219,0
E00217,2025-01-01,0,,0.768526,0
E00218,2025-01-01,0,,0.843504,1
E00219,2025-01-01,0,,0.820846,1
E00223,2025-01-01,0,,0.73239,0
E00224,2025-01-01,0,,0.683892,0
E00226,2025-01-01,0,,0.724768,0
E00227,2025-01-01,0,,0.843112,1
E00228,2025-01-01,0,,0.783762,0
E00229,2025-01-01,0,,0.772392,0
E00230,2025-01-01,0,,0.898346,0
E00233,2025-01-01,0,,0.627381,0
E00235,2025-01-01,0,,0.708186,0
E00236,2025-01-01,0,,0.707811,0
E00237,2025-01-01,0,,0.604997,0
E00238,2025-01-01,0,,0.788461,0
E00239,2025-01-01,0,,0.730773,0
E00240,2025-01-01,1,2025-03-22,0.774237,0
E00241,2025-01-01,0,,0.654199,0
E00242,2025-01-01,0,,0.754384,0
E00243,2025-01-01,0,,0.697688,0
E00245,2025-01-01,0,,0.68566,0
E00246,2025-01-01,0,,0.852308,1
E00247,2025-01-01,0,,0.6754,0
E00248,2025-01-01,0,,0.71205,0
E00249,2025-01-01,0,,0.668776,0
E00251,2025-01-01,0,,0.689527,0
E00253,2025-01-01,0,,0.795213,1
E00259,2025-01-01,0,,0.552008,0
E00260,2025-01-01,0,,0.532428,0
E00262,2025-01-01,0,,0.457861,0
E00263,2025-01-01,0,,0.779351,0
E00265,2025-01-01,1,2025-02-23,0.721059,0
E00266,2025-01-01,0,,0.708475,0
E00267,2025-01-01,0,,0.692296,0
E00269,2025-01-01,0,,0.658452,0
E00270,2025-01-01,0,,0.76901,0
E00273,2025-01-01,0,,0.673451,0
E00279,2025-01-01,0,,0.718753,0
E00283,2025-01-01,1,2025-03-21,0.763625,0
E00292,2025-01-01,0,,0.725493,0
E00293,2025-01-01,0,,0.791207,0
E00296,2025-01-01,0,,0.739217,0
E00299,2025-01-01,0,,0.78548,0
E00300,2025-01-01,0,,0.630275,0
E00301,2025-01-01,0,,0.539098,0
E00303,2025-01-01,0,,0.520979,0
E00304,2025-01-01,0,,0.896976,1
E00305,2025-01-01,0,,0.682028,0
E00306,2025-01-01,0,,0.740506,0
E00307,2025-01-01,0,,0.653937,0
E00308,2025-01-01,0,,0.629057,0
E00310,2025-01-01,0,,0.726978,0
E00311,2025-01-01,0,,0.864357,1
E00312,2025-01-01,0,,0.801579,0
E00313,2025-01-01,0,,0.771934,0
E00316,2025-01-01,0,,0.635141,0
E00317,2025-01-01,0,,0.724535,0
E00319,2025-01-01,0,,0.509883,0
E00320,2025-01-01,0,,0.797694,0
E00323,2025-01-01,0,,0.740404,0
E00327,2025-01-01,0,,0.654402,0
E00328,2025-01-01,0,,0.832256,1
E00329,2025-01-01,0,,0.72871,0
E00330,2025-01-01,0,,0.867281,0
E00334,2025-01-01,0,,0.80323,0
E00336,2025-01-01,0,,0.722559,0
E00337,2025-01-01,0,,0.779513,0
E00338,2025-01-01,0,,0.672473,0
E00340,2025-01-01,0,,0.834202,1
E00341,2025-01-01,0,,0.543283,0
E00342,2025-01-01,0,,0.735163,0
E00343,2025-01-01,0,,0.545762,0
E00345,2025-01-01,0,,0.822164,1
E00346,2025-01-01,0,,0.745828,0
E00347,2025-01-01,0,,0.768589,0
E00348,2025-01-01,0,,0.704172,0
E00349,2025-01-01,0,,0.802327,0
E00353,2025-01-01,0,,0.626216,0
E00355,2025-01-01,0,,0.787193,0
E00356,2025-01-01,0,,0.676552,0
E00357,2025-01-01,1,2025-01-28,0.739361,0
E00363,2025-01-01,0,,0.632978,0
E00365,2025-01-01,0,,0.741204,0
E00366,2025-01-01,0,,0.769093,0
E00367,2025-01-01,0,,0.749861,0
E00368,2025-01-01,0,,0.849258,1
E00369,2025-01-01,0,,0.780826,1
E00371,2025-01-01,0,,0.670093,0
E00372,2025-01-01,0,,0.723777,0
E00373,2025-01-01,0,,0.694684,0
E00374,2025-01-01,0,,0.714368,0
E00375,2025-01-01,0,,0.688124,0
E00376,2025-01-01,0,,0.57918,0
E00377,2025-01-01,0,,0.74425,0
E00378,2025-01-01,0,,0.646209,0
E00379,2025-01-01,0,,0.684227,0
E00381,2025-01-01,0,,0.529414,0
E00383,2025-01-01,0,,0.676873,0
E00384,2025-01-01,0,,0.614143,0
E00385,2025-01-01,0,,0.76669,0
E00386,2025-01-01,0,,0.806067,1
E00390,2025-01-01,0,,0.796185,1
E00393,2025-01-01,0,,0.673079,0
E00394,2025-01-01,0,,0.52658,0
E00396,2025-01-01,0,,0.589403,0
E00400,2025-01-01,0,,0.837975,0
E00403,2025-01-01,0,,0.706794,0
E00405,2025-01-01,0,,0.732051,0
E00409,2025-01-01,0,,0.687897,0
E00410,2025-01-01,0,,0.709949,0
E00412,2025-01-01,0,,0.725239,0
E00413,2025-01-01,0,,0.840712,0
E00414,2025-01-01,0,,0.72,0
E00415,2025-01-01,0,,0.481469,0
E00422,2025-01-01,0,,0.708003,0
E00424,2025-01-01,0,,0.640182,0
E00426,2025-01-01,0,,0.638745,0
E00429,2025-01-01,1,2025-03-22,0.752766,0
E00430,2025-01-01,0,,0.667968,0
E00431,2025-01-01,0,,0.706461,0
E00432,2025-01-01,0,,0.693704,0
E00433,2025-01-01,0,,0.620297,0
E00436,2025-01-01,0,,0.869653,1
E00437,2025-01-01,0,,0.740464,0
E00438,2025-01-01,0,,0.799502,1
E00439,2025-01-01,0,,0.694743,0
E00440,2025-01-01,0,,0.702728,0
E00446,2025-01-01,0,,0.786633,0
E00450,2025-01-01,0,,0.679428,0
E00451,2025-01-01,0,,0.799184,0
E00453,2025-01-01,0,,0.627431,0
E00456,2025-01-01,0,,0.602751,0
E00461,2025-01-01,0,,0.740817,0
E00463,2025-01-01,0,,0.729986,0
E00465,2025-01-01,1,2025-01-16,0.82194,1
E00466,2025-01-01,0,,0.600735,0
E00467,2025-01-01,0,,0.806908,0
E00473,2025-01-01,0,,0.698169,0
E00474,2025-01-01,0,,0.766099,0
E00476,2025-01-01,0,,0.776718,1
E00477,2025-01-01,0,,0.663136,0
E00479,2025-01-01,0,,0.706441,0
E00480,2025-01-01,0,,0.758078,0
E00483,2025-01-01,0,,0.763826,0
E00485,2025-01-01,0,,0.674703,0
E00487,2025-01-01,1,2025-02-07,0.657019,0
E00489,2025-01-01,0,,0.67452,0
E00490,2025-01-01,0,,0.722548,0
E00491,2025-01-01,0,,0.504367,0
E00493,2025-01-01,0,,0.7201,0
E00494,2025-01-01,0,,0.638983,0
E00495,2025-01-01,0,,0.794167,0
E00496,2025-01-01,1,2025-01-16,0.746394,0
E00497,2025-01-01,0,,0.844443,1
E00003,2025-02-01,0,,0.862306,1
E00004,2025-02-01,0,,0.620085,0
E00007,2025-02-01,0,,0.771316,0
E00008,2025-02-01,0,,0.607064,0
E00009,2025-02-01,0,,0.860079,1
E00011,2025-02-01,0,,0.756443,0
E00014,2025-02-01,0,,0.640166,0
E00015,2025-02-01,0,,0.789073,0
E00022,2025-02-01,0,,0.638134,0
E00023,2025-02-01,0,,0.652772,0
E00025,2025-02-01,0,,0.769585,0
E00026,2025-02-01,0,,0.686653,0
E00027,2025-02-01,0,,0.583815,0
E00028,2025-02-01,0,,0.825723,0
E00030,2025-02-01,0,,0.761761,0
E00031,2025-02-01,0,,0.837914,0
E00033,2025-02-01,0,,0.71232,0
E00035,2025-02-01,0,,0.719783,0
E00037,2025-02-01,0,,0.484364,0
E00039,2025-02-01,0,,0.767082,0
E00041,2025-02-01,0,,0.460758,0
E00042,2025-02-01,0,,0.799836,0
E00043,2025-02-01,0,,0.782822,1
E00049,2025-02-01,0,,0.809961,1
E00050,2025-02-01,0,,0.870633,1
E00052,2025-02-01,0,,0.611025,0
E00054,2025-02-01,0,,0.491761,0
E00056,2025-02-01,0,,0.709665,0
E00061,2025-02-01,0,,0.823656,0
E00062,2025-02-01,0,,0.531921,0
E00065,2025-02-01,0,,0.819048,0
E00067,2025-02-01,0,,0.772767,0
E00069,2025-02-01,0,,0.823393,0
E00070,2025-02-01,0,,0.845693,1
E00071,2025-02-01,0,,0.689326,0
E00072,2025-02-01,0,,0.698108,0
E00074,2025-02-01,0,,0.726395,0
E00078,2025-02-01,0,,0.74956,0
E00082,2025-02-01,0,,0.826563,0
E00084,2025-02-01,0,,0.599546,0
E00087,2025-02-01,0,,0.634109,0
E00090,2025-02-01,0,,0.701697,0
E00091,2025-02-01,0,,0.658582,0
E00094,2025-02-01,0,,0.506127,0
E00095,2025-02-01,0,,0.870872,1
E00099,2025-02-01,0,,0.747662,0
E00101,2025-02-01,0,,0.611607,0
E00104,2025-02-01,0,,0.755056,0
E00106,2025-02-01,0,,0.619791,0
E00107,2025-02-01,0,,0.73703,0
E00110,2025-02-01,0,,0.790928,0
E00111,2025-02-01,0,,0.684991,0
E00114,2025-02-01,0,,0.597871,0
E00117,2025-02-01,0,,0.745854,0
E00119,2025-02-01,0,,0.794815,0
E00120,2025-02-01,0,,0.720774,0
E00121,2025-02-01,0,,0.800011,0
E00123,2025-02-01,0,,0.679362,0
E00124,2025-02-01,0,,0.607595,0
E00125,2025-02-01,0,,0.620255,0
E00126,2025-02-01,0,,0.663634,0
E00127,2025-02-01,0,,0.829334,0
E00129,2025-02-01,0,,0.754071,0
E00130,2025-02-01,0,,0.820602,1
E00135,2025-02-01,0,,0.716703,0
E00136,2025-02-01,0,,0.630197,0
E00137,2025-02-01,0,,0.717421,0
E00139,2025-02-01,0,,0.820518,1
E00140,2025-02-01,0,,0.777314,0
E00141,2025-02-01,0,,0.740215,0
E00142,2025-02-01,0,,0.699643,0
E00144,2025-02-01,0,,0.697939,0
E00145,2025-02-01,0,,0.509491,0
E00146,2025-02-01,0,,0.793896,0
E00147,2025-02-01,0,,0.866195,1
E00149,2025-02-01,0,,0.797329,1
E00152,2025-02-01,0,,0.798916,0
E00157,2025-02-01,0,,0.621508,0
E00158,2025-02-01,0,,0.698665,0
E00159,2025-02-01,0,,0.831513,1
E00161,2025-02-01,0,,0.863542,0
E00163,2025-02-01,0,,0.539563,0
E00165,2025-02-01,0,,0.729494,0
E00167,2025-02-01,0,,0.79585,0
E00168,2025-02-01,0,,0.618117,0
E00169,2025-02-01,1,2025-04-04,0.797285,1
E00171,2025-02-01,0,,0.644716,0
E00173,2025-02-01,0,,0.711237,0
E00174,2025-02-01,0,,0.622215,0
E00175,2025-02-01,0,,0.728199,0
E00176,2025-02-01,0,,0.72572,0
E00177,2025-02-01,1,2025-04-17,0.824955,1
E00179,2025-02-01,0,,0.778672,0
E00180,2025-02-01,0,,0.572055,0
E00181,2025-02-01,0,,0.695931,0
E00182,2025-02-01,0,,0.72394,0
E00183,2025-02-01,0,,0.596292,0
E00184,2025-02-01,0,,0.526783,0
E00186,2025-02-01,0,,0.710906,0
E00187,2025-02-01,0,,0.645277,0
E00188,2025-02-01,0,,0.776739,0
E00193,2025-02-01,0,,0.542465,0
E00200,2025-02-01,0,,0.622015,0
E00204,2025-02-01,0,,0.570999,0
E00205,2025-02-01,0,,0.720062,0
E00206,2025-02-01,1,2025-02-11,0.715612,0
E00207,2025-02-01,0,,0.648451,0
E00209,2025-02-01,0,,0.859349,0
E00210,2025-02-01,0,,0.644738,0
E00215,2025-02-01,0,,0.701607,0
E00216,2025-02-01,0,,0.685293,0
E00217,2025-02-01,0,,0.858477,1
E00218,2025-02-01,0,,0.885189,1
E00219,2025-02-01,0,,0.746104,0
E00223,2025-02-01,0,,0.702399,0
E00224,2025-02-01,0,,0.810264,1
E00226,2025-02-01,0,,0.791127,0
E00227,2025-02-01,0,,0.911537,0
E00228,2025-02-01,0,,0.749152,0
E00229,2025-02-01,0,,0.640431,0
E00230,2025-02-01,0,,0.870207,1
E00233,2025-02-01,0,,0.866379,1
E00235,2025-02-01,0,,0.787433,1
E00236,2025-02-01,0,,0.694048,0
E00237,2025-02-01,0,,0.807651,0
E00238,2025-02-01,0,,0.765355,0
E00239,2025-02-01,0,,0.586577,0
E00241,2025-02-01,0,,0.771081,0
E00242,2025-02-01,0,,0.557476,0
E00243,2025-02-01,0,,0.889686,1
E00245,2025-02-01,0,,0.652966,0
E00246,2025-02-01,0,,0.815876,0
E00247,2025-02-01,0,,0.859296,1
E00248,2025-02-01,0,,0.726276,0
E00249,2025-02-01,1,2025-03-24,0.787712,0
E00251,2025-02-01,0,,0.785701,0
E00253,2025-02-01,0,,0.769961,0
E00259,2025-02-01,0,,0.616651,0
E00260,2025-02-01,0,,0.614023,0
E00262,2025-02-01,0,,0.489759,0
E00263,2025-02-01,0,,0.72254,0
E00266,2025-02-01,0,,0.801522,1
E00267,2025-02-01,0,,0.802362,0
E00269,2025-02-01,0,,0.669045,0
E00270,2025-02-01,1,2025-04-14,0.790056,0
E00273,2025-02-01,0,,0.721755,0
E00279,2025-02-01,1,2025-04-26,0.785236,0
E00292,2025-02-01,0,,0.742034,0
E00293,2025-02-01,0,,0.832089,0
E00296,2025-02-01,1,2025-04-03,0.757444,0
E00299,2025-02-01,0,,0.630664,0
E00300,2025-02-01,0,,0.565395,0
E00301,2025-02-01,0,,0.661831,0
E00303,2025-02-01,0,,0.627792,0
E00304,2025-02-01,0,,0.805396,0
E00305,2025-02-01,0,,0.814528,0
E00306,2025-02-01,0,,0.740873,0
E00307,2025-02-01,0,,0.71564,0
E00308,2025-02-01,0,,0.702242,0
E00310,2025-02-01,0,,0.658622,0
E00311,2025-02-01,0,,0.709088,0
E00312,2025-02-01,0,,0.774527,0
E00313,2025-02-01,0,,0.81705,0
E00316,2025-02-01,0,,0.712698,0
E00317,2025-02-01,0,,0.767254,0
E00319,2025-02-01,0,,0.636491,0
E00320,2025-02-01,0,,0.735688,0
E00323,2025-02-01,0,,0.690078,0
E00327,2025-02-01,0,,0.870601,1
E00328,2025-02-01,0,,0.903133,1
E00329,2025-02-01,0,,0.838732,1
E00330,2025-02-01,0,,0.789241,1
E00334,2025-02-01,0,,0.687911,0
E00336,2025-02-01,0,,0.746559,0
E00337,2025-02-01,1,2025-03-03,0.782953,0
E00338,2025-02-01,1,2025-02-28,0.706283,0
E00340,2025-02-01,0,,0.754917,0
E00341,2025-02-01,0,,0.713888,0
E00342,2025-02-01,0,,0.668823,0
E00343,2025-02-01,0,,0.718623,0
E00345,2025-02-01,0,,0.747812,0
E00346,2025-02-01,0,,0.774246,0
E00347,2025-02-01,0,,0.846918,0
E00348,2025-02-01,0,,0.713369,0
E00349,2025-02-01,0,,0.772123,0
E00353,2025-02-01,0,,0.738763,0
E00355,2025-02-01,0,,0.766149,0
E00356,2025-02-01,0,,0.749697,0
E00363,2025-02-01,0,,0.722486,0
E00365,2025-02-01,0,,0.720142,0
E00366,2025-02-01,0,,0.720366,0
E00367,2025-02-01,0,,0.686245,0
E00368,2025-02-01,0,,0.758417,0
E00369,2025-02-01,0,,0.867109,1
E00371,2025-02-01,0,,0.733449,0
E00372,2025-02-01,0,,0.769106,0
E00373,2025-02-01,0,,0.743131,0
E00374,2025-02-01,0,,0.778074,0
E00375,2025-02-01,0,,0.800115,0
E00376,2025-02-01,0,,0.665736,0
E00377,2025-02-01,0,,0.653379,0
E00378,2025-02-01,0,,0.782301,0
E00379,2025-02-01,0,,0.689936,0
E00381,2025-02-01,0,,0.673148,0
E00383,2025-02-01,0,,0.673865,0
E00384,2025-02-01,1,2025-03-22,0.793632,1
E00385,2025-02-01,0,,0.8699,1
E00386,2025-02-01,0,,0.746067,0
E00390,2025-02-01,0,,0.718078,0
E00393,2025-02-01,0,,0.782919,0
E00394,2025-02-01,0,,0.654685,0
E00396,2025-02-01,0,,0.619121,0
E00400,2025-02-01,0,,0.741313,0
E00403,2025-02-01,0,,0.714068,0
E00405,2025-02-01,0,,0.825613,0
E00409,2025-02-01,0,,0.729166,0
E00410,2025-02-01,0,,0.640086,0
E00412,2025-02-01,0,,0.801161,0
E00413,2025-02-01,0,,0.758035,0
E00414,2025-02-01,0,,0.779509,0
E00415,2025-02-01,0,,0.466743,0
E00422,2025-02-01,0,,0.788663,0
E00424,2025-02-01,0,,0.610958,0
E00426,2025-02-01,0,,0.590812,0
E00430,2025-02-01,0,,0.666253,0
E00431,2025-02-01,0,,0.771839,0
E00432,2025-02-01,0,,0.794175,0
E00433,2025-02-01,0,,0.711407,0
E00436,2025-02-01,0,,0.809473,0
E00437,2025-02-01,0,,0.718695,0
E00438,2025-02-01,0,,0.767164,0
E00439,2025-02-01,0,,0.731628,0
E00440,2025-02-01,0,,0.698215,0
E00446,2025-02-01,0,,0.708352,0
E00450,2025-02-01,0,,0.564746,0
E00451,2025-02-01,0,,0.861006,1
E00453,2025-02-01,0,,0.69404,0
E00456,2025-02-01,1,2025-04-07,0.742978,0
E00461,2025-02-01,0,,0.737944,0
E00463,2025-02-01,0,,0.728864,0
E00466,2025-02-01,0,,0.736084,0
E00467,2025-02-01,0,,0.697362,0
E00473,2025-02-01,0,,0.796222,0
E00474,2025-02-01,0,,0.695657,0
E00476,2025-02-01,0,,0.761772,0
E00477,2025-02-01,0,,0.687814,0
E00479,2025-02-01,0,,0.782028,0
E00480,2025-02-01,0,,0.823516,1
E00483,2025-02-01,0,,0.781292,0
E00485,2025-02-01,1,2025-04-05,0.720178,0
E00489,2025-02-01,0,,0.75895,0
E00490,2025-02-01,0,,0.74198,0
E00491,2025-02-01,0,,0.58966,0
E00493,2025-02-01,0,,0.831137,0
E00494,2025-02-01,0,,0.695301,0
E00495,2025-02-01,0,,0.799261,0
E00497,2025-02-01,0,,0.679161,0
E00003,2025-03-01,0,,0.835488,1
E00004,2025-03-01,0,,0.727885,0
E00007,2025-03-01,0,,0.697618,0
E00008,2025-03-01,0,,0.595764,0
E00009,2025-03-01,0,,0.868379,1
E00011,2025-03-01,0,,0.779011,0
E00014,2025-03-01,0,,0.606007,0
E00015,2025-03-01,0,,0.715431,0
E00022,2025-03-01,1,2025-04-01,0.887606,0
E00023,2025-03-01,0,,0.786769,1
E00025,2025-03-01,0,,0.631005,0
E00026,2025-03-01,0,,0.762647,0
E00027,2025-03-01,0,,0.765559,0
E00028,2025-03-01,0,,0.782326,0
E00030,2025-03-01,0,,0.772078,0
E00031,2025-03-01,0,,0.853527,0
E00033,2025-03-01,0,,0.687416,0
E00035,2025-03-01,0,,0.775363,0
E00037,2025-03-01,0,,0.493692,0
E00039,2025-03-01,0,,0.884151,0
E00041,2025-03-01,0,,0.482387,0
E00042,2025-03-01,0,,0.85066,1
E00043,2025-03-01,0,,0.856408,0
E00049,2025-03-01,0,,0.842718,0
E00050,2025-03-01,0,,0.884935,1
E00052,2025-03-01,0,,0.757061,0
E00054,2025-03-01,0,,0.45671,0
E00056,2025-03-01,0,,0.59008,0
E00061,2025-03-01,0,,0.883827,1
E00062,2025-03-01,0,,0.61373,0
E00065,2025-03-01,0,,0.634148,0
E00067,2025-03-01,0,,0.850556,1
E00069,2025-03-01,0,,0.821818,1
E00070,2025-03-01,1,2025-04-14,0.70607,0
E00071,2025-03-01,0,,0.712672,0
E00072,2025-03-01,0,,0.701222,0
E00074,2025-03-01,0,,0.803893,0
E00078,2025-03-01,0,,0.772307,0
E00082,2025-03-01,0,,0.753714,0
E00084,2025-03-01,0,,0.56252,0
E00087,2025-03-01,0,,0.721669,0
E00090,2025-03-01,0,,0.784779,0
E00091,2025-03-01,0,,0.691079,0
E00094,2025-03-01,0,,0.474234,0
E00095,2025-03-01,0,,0.711964,0
E00099,2025-03-01,0,,0.543603,0
E00101,2025-03-01,0,,0.66681,0
E00104,2025-03-01,0,,0.801703,1
E00106,2025-03-01,0,,0.73336,0
E00107,2025-03-01,0,,0.801595,1
E00110,2025-03-01,0,,0.696645,0
E00111,2025-03-01,0,,0.682004,0
E00114,2025-03-01,0,,0.595771,0
E00117,2025-03-01,0,,0.684379,0
E00119,2025-03-01,1,2025-04-08,0.804017,0
E00120,2025-03-01,0,,0.704484,0
E00121,2025-03-01,0,,0.860637,0
E00123,2025-03-01,0,,0.559896,0
E00124,2025-03-01,0,,0.596035,0
E00125,2025-03-01,0,,0.546444,0
E00126,2025-03-01,0,,0.456528,0
E00127,2025-03-01,0,,0.748191,0
E00129,2025-03-01,0,,0.730655,0
E00130,2025-03-01,0,,0.82604,1
E00135,2025-03-01,0,,0.814017,1
E00136,2025-03-01,0,,0.784488,0
E00137,2025-03-01,1,2025-05-20,0.835412,1
E00139,2025-03-01,0,,0.742272,0
E00140,2025-03-01,0,,0.816143,0
E00141,2025-03-01,1,2025-05-26,0.869615,1
E00142,2025-03-01,0,,0.686422,0
E00144,2025-03-01,0,,0.721817,0
E00145,2025-03-01,0,,0.5396,0
E00146,2025-03-01,0,,0.779682,0
E00147,2025-03-01,0,,0.794126,0
E00149,2025-03-01,0,,0.810947,1
E00152,2025-03-01,0,,0.717431,0
E00157,2025-03-01,0,,0.679945,0
E00158,2025-03-01,0,,0.613676,0
E00159,2025-03-01,0,,0.804058,0
E00161,2025-03-01,1,2025-03-16,0.815413,0
E00163,2025-03-01,0,,0.782599,0
E00165,2025-03-01,0,,0.696242,0
E00167,2025-03-01,0,,0.828065,1
E00168,2025-03-01,0,,0.645435,0
E00171,2025-03-01,0,,0.772673,0
E00173,2025-03-01,0,,0.667295,0
E00174,2025-03-01,0,,0.782216,0
E00175,2025-03-01,0,,0.772064,0
E00176,2025-03-01,0,,0.792397,0
E00179,2025-03-01,0,,0.793077,0
E00180,2025-03-01,0,,0.577343,0
E00181,2025-03-01,0,,0.772593,0
E00182,2025-03-01,1,2025-05-13,0.780642,0
E00183,2025-03-01,0,,0.744739,0
E00184,2025-03-01,0,,0.838905,1
E00186,2025-03-01,0,,0.63712,0
E00187,2025-03-01,0,,0.570987,0
E00188,2025-03-01,0,,0.79241,0
E00193,2025-03-01,0,,0.611334,0
E00200,2025-03-01,0,,0.695065,0
E00204,2025-03-01,0,,0.749959,0
E00205,2025-03-01,0,,0.657403,0
E00207,2025-03-01,0,,0.685466,0
E00209,2025-03-01,0,,0.746306,0
E00210,2025-03-01,0,,0.63686,0
E00215,2025-03-01,0,,0.770594,0
E00216,2025-03-01,0,,0.604091,0
E00217,2025-03-01,0,,0.836102,1
E00218,2025-03-01,1,2025-03-24,0.811403,0
E00219,2025-03-01,0,,0.843269,0
E00223,2025-03-01,0,,0.692018,0
E00224,2025-03-01,0,,0.821999,0
E00226,2025-03-01,0,,0.817525,0
E00227,2025-03-01,0,,0.724102,0
E00228,2025-03-01,0,,0.685165,0
E00229,2025-03-01,0,,0.497701,0
E00230,2025-03-01,0,,0.725556,0
E00233,2025-03-01,0,,0.819873,0
E00235,2025-03-01,0,,0.817314,0
E00236,2025-03-01,0,,0.748922,0
E00237,2025-03-01,1,2025-05-14,0.811519,0
E00238,2025-03-01,0,,0.790176,0
E00239,2025-03-01,0,,0.616211,0
E00241,2025-03-01,0,,0.608983,0
E00242,2025-03-01,0,,0.720507,0
E00243,2025-03-01,0,,0.7698,0
E00245,2025-03-01,0,,0.710164,0
E00246,2025-03-01,0,,0.898287,1
E00247,2025-03-01,1,2025-03-24,0.824291,1
E00248,2025-03-01,0,,0.659192,0
E00251,2025-03-01,0,,0.864472,1
E00253,2025-03-01,0,,0.784139,0
E00259,2025-03-01,0,,0.439889,0
E00260,2025-03-01,0,,0.658534,0
E00262,2025-03-01,0,,0.590871,0
E00263,2025-03-01,0,,0.726632,0
E00266,2025-03-01,0,,0.801697,1
E00267,2025-03-01,0,,0.734975,0
E00269,2025-03-01,0,,0.579396,0
E00273,2025-03-01,0,,0.808161,0
E00292,2025-03-01,0,,0.740321,0
E00293,2025-03-01,1,2025-05-18,0.788653,0
E00299,2025-03-01,0,,0.76824,0
E00300,2025-03-01,0,,0.703441,0
E00301,2025-03-01,0,,0.554539,0
E00303,2025-03-01,0,,0.598218,0
E00304,2025-03-01,0,,0.783423,0
E00305,2025-03-01,0,,0.745285,0
E00306,2025-03-01,0,,0.693032,0
E00307,2025-03-01,0,,0.744798,0
E00308,2025-03-01,0,,0.70188,0
E00310,2025-03-01,0,,0.788396,0
