employee_id,period_start,business_unit_id,job_family,job_level,tenure_years,engagement_score,performance_rating,compa_ratio,workload_index,manager_change_flag,attrition_risk_score,attrition_in_3m,termination_date,had_intervention_this_period,base_salary,replacement_cost_estimate,intervention_type,intervention_cost,expected_mechanism
E00062,2025-02-01,BU06,IT,IC1,9.21,0.553,4.06,1.2,0.725,0,,0.0,,0.0,78364,45696.71,,,
E00063,2025-02-01,BU09,IT,IC1,5.758,0.651,3.74,1.199,0.667,0,,,,,80380,123084.3,,,
E00064,2025-02-01,BU02,IT,IC1,5.802,0.535,3.53,0.6,0.686,0,,,,,39819,81631.86,,,
E00065,2025-02-01,BU01,IT,IC1,1.697,0.503,3.18,1.032,0.519,1,,0.0,,0.0,86524,176418.85,,,
E00066,2025-02-01,BU10,IT,IC1,7.587,0.595,3.7,0.6,0.491,0,,,,,42505,130470.12,,,
E00067,2025-02-01,BU02,IT,IC1,5.385,0.694,3.35,0.6,0.68,0,,0.0,,0.0,79519,169304.7,,,
E00068,2025-02-01,BU07,IT,IC1,9.536,0.558,3.43,0.6,0.739,0,,,,,72208,63447.86,,,
E00069,2025-02-01,BU03,IT,IC1,1.739,0.681,2.85,0.6,0.671,0,,0.0,,0.0,79740,84609.47,,,
E00070,2025-02-01,BU10,IT,IC1,9.32,0.555,3.22,0.6,0.709,0,,0.0,,1.0,39271,57171.98,manager_coaching,1200.0,improve_manager_experience
E00071,2025-02-01,BU02,IT,IC1,1.29,0.435,3.88,0.925,0.627,0,,0.0,,0.0,73554,72808.6,,,
E00072,2025-02-01,BU07,IT,IC1,7.573,0.524,3.47,1.036,0.715,0,,0.0,,0.0,87549,175671.83,,,
E00073,2025-02-01,BU02,IT,IC1,3.288,0.724,3.09,0.836,0.711,0,,,,,64067,195300.8,,,
E00074,2025-02-01,BU03,IT,IC1,4.742,0.584,3.32,0.6,0.67,0,,0.0,,0.0,44958,59650.96,,,
E00075,2025-02-01,BU07,IT,IC1,2.91,0.422,3.26,1.281,0.766,0,,,,,82612,81365.0,,,
E00076,2025-02-01,BU04,IT,IC1,3.584,0.515,3.56,0.723,0.582,0,,,,,62310,96629.31,,,
E00077,2025-02-01,BU01,IT,IC1,6.237,0.726,2.78,0.6,0.622,0,,,,,33321,130150.66,,,
E00078,2025-02-01,BU05,IT,IC1,9.205,0.659,3.48,0.6,0.652,0,,0.0,,0.0,43754,45297.67,,,
E00079,2025-02-01,BU09,IT,IC1,6.982,0.61,3.57,0.6,0.421,0,,,,,49801,48609.56,,,
E00080,2025-02-01,BU08,IT,IC1,3.146,0.578,3.4,0.894,0.686,0,,,,,101421,124649.02,,,
E00081,2025-02-01,BU09,IT,IC1,1.369,0.483,4.01,1.502,0.897,0,,,,,95374,41600.11,,,
E00082,2025-02-01,BU10,IT,IC1,2.3,0.448,3.22,0.715,0.821,0,,0.0,,0.0,95267,81786.43,,,
E00083,2025-02-01,BU09,IT,IC1,2.3,0.45,3.25,0.728,0.694,0,,,,,64947,107566.74,,,
E00084,2025-02-01,BU07,IT,IC1,10.171,0.681,3.63,1.314,0.638,0,,0.0,,0.0,82434,120568.72,,,
E00085,2025-02-01,BU04,IT,IC1,3.034,0.4,3.12,0.6,0.734,0,,,,,40164,93821.78,manager_coaching,1200.0,improve_manager_experience
E00086,2025-02-01,BU05,IT,IC1,4.654,0.537,3.29,0.793,0.747,0,,,,,60017,84824.1,role_transfer,800.0,increase_internal_mobility_fit
E00087,2025-02-01,BU01,IT,IC1,2.519,0.538,3.15,1.106,0.456,0,,0.0,,0.0,70128,146236.78,,,
E00088,2025-02-01,BU01,IT,IC1,3.496,0.531,3.26,0.6,0.709,0,,,,,41101,113694.25,,,
E00089,2025-02-01,BU03,IT,IC1,10.324,0.596,3.08,0.792,0.464,0,,,,,64439,74739.8,,,
E00090,2025-02-01,BU08,IT,IC1,3.354,0.553,3.36,0.92,0.543,0,,0.0,,0.0,108047,101712.02,,,
E00091,2025-02-01,BU02,IT,IC1,4.0,0.57,3.59,0.843,0.766,0,,0.0,,0.0,72807,118818.4,,,
E00092,2025-02-01,BU04,IT,IC1,0.241,0.514,3.23,1.245,0.645,0,,,,,82548,216670.32,,,
E00093,2025-02-01,BU02,IT,IC1,8.266,0.633,3.01,0.6,0.616,0,,,,,25378,142453.53,,,
E00094,2025-02-01,BU05,IT,IC1,10.94,0.598,3.64,1.577,0.625,0,,0.0,,0.0,103289,172728.46,,,
E00095,2024-01-01,BU09,IT,IC1,3.756,0.545,3.06,0.663,0.676,0,,0.0,,1.0,56098,75974.43,comp_adjustment,5000.0,reduce_comp_gap
E00096,2025-02-01,BU01,IT,IC1,8.747,0.647,2.76,0.6,0.693,0,,,,,45751,78987.36,retention_bonus,3500.0,short_term_retention
E00097,2025-02-01,BU05,IT,IC1,8.613,0.366,3.1,0.689,0.386,0,,,,,56324,89949.57,role_transfer,800.0,increase_internal_mobility_fit
E00098,2025-02-01,BU09,IT,IC1,10.921,0.621,3.61,0.6,0.703,0,,,,,35605,93743.52,,,
E00099,2025-02-01,BU01,IT,IC1,0.479,0.392,3.28,1.279,0.791,0,,0.0,,0.0,86403,63532.97,,,
E00100,2024-01-01,BU09,IT,IC1,7.075,0.334,3.66,0.781,0.531,0,,0.0,,1.0,53242,176768.39,comp_adjustment,5000.0,reduce_comp_gap
E00101,2025-02-01,BU08,IT,IC1,1.602,0.671,3.23,0.72,0.315,0,,0.0,,0.0,46234,148811.21,,,
E00102,2024-01-01,BU04,IT,IC1,4.813,0.624,2.91,0.6,0.7,0,,0.0,,1.0,56454,87148.64,comp_adjustment,5000.0,reduce_comp_gap
E00103,2025-02-01,BU10,IT,IC1,2.086,0.589,3.85,1.305,0.715,0,,,,,88548,133478.44,,,
E00104,2025-02-01,BU05,IT,IC1,2.533,0.468,3.43,0.758,0.559,0,,0.0,,0.0,62693,110550.76,,,
E00105,2025-02-01,BU05,IT,IC1,4.405,0.52,3.89,0.6,0.709,0,,,,,36556,138254.03,,,
E00106,2025-02-01,BU06,IT,IC1,2.806,0.563,3.99,0.896,0.723,0,,0.0,,0.0,70456,54610.82,,,
E00107,2025-02-01,BU07,IT,IC1,3.8,0.619,3.48,0.654,0.731,0,,0.0,,0.0,43255,93655.46,,,
E00108,2025-02-01,BU08,IT,IC1,9.665,0.645,3.7,0.6,0.406,0,,,,,28152,97422.08,,,
E00109,2025-02-01,BU08,IT,IC1,10.138,0.417,3.91,0.904,0.704,0,,,,,101073,132397.55,,,
E00110,2025-02-01,BU02,IT,IC1,4.86,0.531,2.6,0.685,0.636,0,,0.0,,0.0,70265,75367.28,,,
E00111,2025-02-01,BU09,IT,IC1,4.118,0.594,3.82,0.679,0.677,0,,0.0,,0.0,58256,35000.0,,,
E00112,2025-02-01,BU07,IT,IC1,3.608,0.689,3.4,0.83,0.757,0,,,,,53052,61461.15,,,
E00113,2024-01-01,BU04,IT,IC1,6.552,0.44,3.31,0.703,0.792,0,,0.0,,1.0,97634,97290.23,comp_adjustment,5000.0,reduce_comp_gap
E00114,2025-02-01,BU04,IT,IC1,8.233,0.554,3.02,1.6,0.475,0,,0.0,,0.0,176399,102916.51,,,
E00115,2025-02-01,BU08,IT,IC1,3.326,0.426,3.94,0.877,0.445,0,,,,,70058,213333.54,,,
E00116,2025-02-01,BU04,IT,IC1,5.3,0.578,3.15,0.6,0.534,0,,,,,41757,129983.31,,,
E00117,2025-02-01,BU06,IT,IC1,0.914,0.665,3.01,0.659,0.603,0,,0.0,,0.0,56723,103737.0,,,
E00118,2025-02-01,BU05,IT,IC1,8.559,0.592,3.35,0.865,0.866,0,,,,,69613,98552.96,,,
E00119,2025-02-01,BU03,IT,IC1,10.891,0.57,3.51,0.6,0.737,0,,0.0,,0.0,26309,164358.94,,,
E00120,2025-02-01,BU10,IT,IC1,8.999,0.552,3.89,1.061,0.917,0,,0.0,,0.0,67311,76678.43,,,
E00121,2025-02-01,BU02,IT,IC1,6.1,0.524,3.39,0.6,0.693,0,,0.0,,0.0,69755,93882.36,,,
E00122,2025-02-01,BU09,IT,IC1,8.287,0.635,3.34,1.026,0.484,0,,,,,95246,61252.46,,,
E00123,2025-02-01,BU10,IT,IC1,10.79,0.503,3.57,0.923,0.591,0,,0.0,,0.0,91834,189365.29,,,
E00124,2025-02-01,BU09,IT,IC1,6.163,0.707,3.61,1.004,0.582,0,,0.0,,0.0,62250,119318.3,,,
E00125,2025-02-01,BU01,IT,IC1,1.498,0.666,3.6,1.551,0.739,1,,0.0,,0.0,101735,72732.24,,,
E00126,2025-02-01,BU10,IT,IC1,4.35,0.598,3.07,1.48,0.754,0,,0.0,,0.0,122087,94979.91,,,
E00127,2025-02-01,BU03,IT,IC1,4.561,0.547,3.38,0.6,0.89,0,,0.0,,0.0,60463,125777.32,,,
E00128,2025-02-01,BU08,IT,IC1,1.016,0.556,3.55,0.888,0.539,0,,,,,69311,89330.83,,,
E00129,2025-02-01,BU06,IT,IC1,2.913,0.579,3.47,0.6,0.694,0,,0.0,,0.0,32256,78622.54,,,
E00130,2025-02-01,BU05,IT,IC1,1.12,0.521,3.13,0.6,0.804,0,,0.0,,1.0,36032,74496.12,workload_rebalance,500.0,reduce_burnout_risk
E00131,2025-02-01,BU05,IT,IC1,1.394,0.651,3.53,0.662,0.752,0,,,,,44651,116478.07,,,
E00132,2025-02-01,BU06,IT,IC1,8.145,0.6,3.53,0.6,0.627,0,,,,,51263,85118.62,,,
E00133,2024-01-01,BU07,IT,IC1,5.068,0.538,3.3,0.605,0.751,0,,0.0,,1.0,40797,81530.66,comp_adjustment,5000.0,reduce_comp_gap
E00134,2025-02-01,BU01,IT,IC1,10.407,0.594,2.61,0.6,0.567,0,,,,,59125,54813.82,role_transfer,800.0,increase_internal_mobility_fit
E00135,2025-02-01,BU09,IT,IC1,7.491,0.608,3.71,0.648,0.593,0,,0.0,,0.0,51803,103555.58,,,
E00136,2025-02-01,BU03,IT,IC1,8.066,0.583,3.29,1.302,0.7,0,,0.0,,0.0,87100,92168.61,,,
E00137,2025-02-01,BU04,IT,IC1,6.612,0.559,3.58,0.605,0.721,0,,0.0,,0.0,50708,86524.57,,,
E00138,2025-02-01,BU10,IT,IC1,4.717,0.561,2.99,0.6,0.71,0,,,,,26894,109356.92,,,
E00139,2024-01-01,BU01,IT,IC1,4.602,0.573,2.94,0.6,0.727,0,,0.0,,1.0,62568,140018.03,comp_adjustment,5000.0,reduce_comp_gap
E00140,2025-02-01,BU10,IT,IC1,0.301,0.424,3.53,0.659,0.611,0,,0.0,,0.0,59577,137122.49,,,
E00141,2025-02-01,BU03,IT,IC1,7.143,0.49,3.16,0.6,0.45,0,,0.0,,0.0,44280,128239.3,,,
E00142,2025-02-01,BU02,IT,IC1,4.726,0.662,3.45,0.933,0.733,0,,0.0,,0.0,61898,89735.69,,,
E00143,2024-01-01,BU02,IT,IC1,0.602,0.535,2.93,0.715,0.825,0,,0.0,,1.0,41096,77480.08,comp_adjustment,5000.0,reduce_comp_gap
E00144,2025-02-01,BU01,IT,IC1,8.723,0.618,3.34,1.008,0.603,0,,0.0,,0.0,67201,62515.1,,,
E00145,2025-02-01,BU08,IT,IC1,5.235,0.643,3.45,1.573,0.743,0,,0.0,,0.0,150471,76573.4,,,
E00146,2025-02-01,BU03,IT,IC1,9.125,0.662,2.66,0.6,0.573,0,,0.0,,0.0,31826,100888.18,,,
E00147,2024-01-01,BU03,IT,IC1,1.692,0.517,2.71,0.605,0.512,0,,0.0,,1.0,49977,70199.52,comp_adjustment,5000.0,reduce_comp_gap
E00148,2025-02-01,BU06,IT,IC1,2.839,0.553,3.31,0.69,0.515,0,,,,,47251,104417.36,,,
E00149,2024-01-01,BU08,IT,IC1,6.886,0.751,3.13,0.6,0.642,0,,0.0,,1.0,51450,64761.72,comp_adjustment,5000.0,reduce_comp_gap
E00150,2025-02-01,BU09,IT,IC1,5.906,0.526,3.11,0.802,0.589,0,,,,,85560,47357.44,,,
E00151,2025-02-01,BU09,IT,IC1,7.765,0.59,3.32,0.793,0.893,0,,,,,72402,144590.11,retention_bonus,3500.0,short_term_retention
E00152,2025-02-01,BU04,IT,IC1,0.392,0.528,3.28,0.64,0.769,0,,0.0,,0.0,80585,80776.3,,,
E00153,2025-02-01,BU05,IT,IC1,1.971,0.542,2.69,0.816,0.733,0,,,,,60517,68614.58,,,
E00154,2025-02-01,BU02,IT,IC1,4.389,0.559,3.3,0.6,0.702,0,,,,,37694,61126.1,,,
E00155,2025-02-01,BU09,IT,IC1,3.077,0.49,3.07,0.6,0.605,0,,,,,40533,120969.25,role_transfer,800.0,increase_internal_mobility_fit
E00156,2024-01-01,BU08,IT,IC1,5.046,0.492,3.11,0.786,0.705,0,,0.0,,1.0,77745,185652.87,comp_adjustment,5000.0,reduce_comp_gap
E00157,2025-02-01,BU03,IT,IC1,10.749,0.742,3.66,0.85,0.657,0,,0.0,,0.0,63563,83411.56,,,
E00158,2025-02-01,BU09,IT,IC1,10.661,0.659,2.94,0.937,0.5,0,,0.0,,0.0,93067,90755.28,,,
E00159,2025-02-01,BU03,IT,IC1,2.609,0.433,3.6,0.6,0.566,0,,0.0,,1.0,66346,161968.93,manager_coaching,1200.0,improve_manager_experience
E00160,2025-02-01,BU09,IT,IC1,0.912,0.709,4.03,0.6,0.531,0,,,,,39575,44277.19,,,
E00161,2025-02-01,BU02,IT,IC1,2.571,0.467,3.05,0.6,0.655,0,,0.0,,0.0,49878,242320.46,,,
E00162,2025-02-01,BU10,IT,IC1,7.395,0.617,3.55,0.87,0.745,0,,,,,72961,300000.0,,,
E00163,2025-02-01,BU09,IT,IC1,2.209,0.602,3.66,1.032,0.404,0,,0.0,,0.0,76774,35000.0,,,
E00164,2025-02-01,BU08,IT,IC1,8.096,0.721,3.77,0.951,0.45,0,,,,,80764,95707.22,,,
E00165,2025-02-01,BU09,IT,IC1,4.268,0.565,3.85,0.6,0.565,0,,0.0,,0.0,41482,72359.3,,,
E00166,2025-02-01,BU05,IT,IC1,5.484,0.563,3.44,0.6,0.765,0,,,,,39326,88767.7,,,
E00167,2025-02-01,BU02,IT,IC1,3.614,0.555,3.12,0.6,0.558,0,,0.0,,0.0,56026,82838.83,,,
E00168,2025-02-01,BU08,IT,IC1,0.12,0.532,3.14,1.565,0.603,0,,0.0,,0.0,99114,144093.41,,,
E00169,2024-01-01,BU06,IT,IC1,2.47,0.549,3.3,0.6,0.673,0,,0.0,2025-04-04,1.0,46964,95060.52,comp_adjustment,5000.0,reduce_comp_gap
E00170,2025-02-01,BU08,IT,IC1,6.152,0.802,3.4,0.6,0.421,0,,,,,70210,66371.11,,,
E00171,2025-02-01,BU05,IT,IC1,10.735,0.626,3.67,0.755,0.606,0,,0.0,,0.0,70212,92544.25,,,
E00172,2025-02-01,BU10,IT,IC1,8.446,0.618,3.94,0.693,0.609,0,,,,,78141,126068.21,,,
E00173,2025-02-01,BU02,IT,IC1,1.311,0.549,3.37,0.944,0.644,0,,0.0,,0.0,107211,58703.28,,,
E00174,2025-02-01,BU06,IT,IC1,3.11,0.66,3.27,1.282,0.692,0,,0.0,,0.0,103432,47672.99,,,
E00175,2025-02-01,BU05,IT,IC1,0.838,0.416,3.78,0.614,0.486,0,,0.0,,0.0,48625,245158.38,,,
E00176,2025-02-01,BU05,IT,IC1,5.303,0.552,3.64,0.6,0.519,0,,0.0,,0.0,28731,74894.33,,,
E00177,2025-02-01,BU01,IT,IC1,3.493,0.617,2.93,0.6,0.6,0,,1.0,2025-04-17,1.0,47217,94006.26,workload_rebalance,500.0,reduce_burnout_risk
E00178,2025-02-01,BU02,IT,IC1,2.283,0.591,2.81,0.687,0.65,0,,,,,61481,83609.93,workload_rebalance,500.0,reduce_burnout_risk
E00179,2025-02-01,BU08,IT,IC1,7.102,0.513,3.11,0.6,0.47,0,,0.0,,0.0,52756,127971.76,,,
E00180,2025-02-01,BU03,IT,IC1,10.965,0.695,2.91,1.6,0.567,0,,0.0,,0.0,119225,222055.12,,,
E00181,2025-02-01,BU10,IT,IC1,10.163,0.491,3.21,0.95,0.53,0,,0.0,,0.0,60269,129818.9,,,
E00182,2025-02-01,BU03,IT,IC1,1.114,0.522,3.76,0.748,0.728,0,,0.0,,0.0,75267,50496.59,,,
E00183,2025-02-01,BU08,IT,IC1,7.696,0.547,3.66,0.968,0.587,0,,0.0,,0.0,64604,53641.05,,,
E00184,2025-02-01,BU08,IT,IC1,4.353,0.522,4.18,0.792,0.441,0,,0.0,,0.0,53033,83565.94,,,
E00185,2025-02-01,BU02,IT,IC1,9.84,0.664,3.49,0.6,0.763,0,,,,,30525,88629.54,,,
E00186,2025-02-01,BU08,IT,IC1,8.194,0.452,3.78,0.928,0.708,0,,0.0,,0.0,58249,46076.0,,,
E00187,2025-02-01,BU01,IT,IC1,10.612,0.705,3.28,1.6,0.936,0,,0.0,,0.0,187049,144585.87,,,
E00188,2025-02-01,BU06,IT,IC1,7.036,0.579,3.37,0.6,0.519,0,,0.0,,0.0,38733,61333.48,,,
E00189,2025-02-01,BU08,IT,IC1,10.401,0.632,3.92,0.6,0.569,0,,,,,31723,195812.17,,,
E00190,2025-02-01,BU03,IT,IC1,4.047,0.616,2.94,1.024,0.852,0,,,,,117917,226887.63,,,
E00191,2025-02-01,BU08,IT,IC1,10.702,0.516,3.5,1.045,0.684,0,,,,,77632,89429.99,,,
E00192,2025-02-01,BU01,IT,IC1,0.799,0.551,3.59,0.655,0.598,0,,,,,63933,121839.9,,,
E00193,2025-02-01,BU09,IT,IC1,10.149,0.632,3.5,1.462,0.525,0,,0.0,,0.0,96465,57443.05,,,
E00194,2025-02-01,BU09,IT,IC1,9.87,0.465,3.53,0.714,0.458,0,,,,,44756,132399.59,,,
E00195,2024-01-01,BU05,IT,IC1,9.651,0.675,3.28,0.6,0.98,0,,0.0,,1.0,57682,79916.6,comp_adjustment,5000.0,reduce_comp_gap
E00196,2025-02-01,BU10,IT,IC1,5.977,0.668,3.53,1.316,0.537,0,,,,,83642,61308.24,,,
E00197,2025-02-01,BU04,IT,IC1,4.871,0.557,2.87,1.505,0.681,0,,,,,125320,87791.92,,,
E00198,2025-02-01,BU06,IT,IC1,6.691,0.583,3.31,0.6,0.707,0,,,,,39776,81091.94,role_transfer,800.0,increase_internal_mobility_fit
E00199,2025-02-01,BU07,IT,IC1,10.366,0.557,3.07,0.974,0.532,0,,,,,93738,86387.97,,,
E00200,2025-02-01,BU05,IT,IC1,10.932,0.596,3.75,1.049,0.682,0,,0.0,,0.0,68435,153319.83,,,
E00201,2025-02-01,BU10,IT,IC1,8.315,0.762,3.01,0.794,0.646,0,,,,,63391,70230.44,,,
E00202,2025-02-01,BU09,IT,IC1,9.5,0.486,4.21,0.634,0.51,0,,,,,59712,218313.16,,,
E00203,2025-02-01,BU03,IT,IC1,6.949,0.559,2.69,0.6,0.564,0,,,,,36878,55085.88,,,
E00204,2025-02-01,BU07,IT,IC1,1.188,0.481,4.54,0.909,0.85,0,,0.0,,0.0,83875,206874.81,,,
E00205,2025-02-01,BU10,IT,IC1,5.689,0.694,3.42,0.6,0.704,0,,0.0,,0.0,45534,63290.83,,,
E00206,2025-02-01,BU10,IT,IC1,4.561,0.731,3.61,0.6,0.704,0,,1.0,2025-02-11,0.0,41032,99954.41,,,
E00207,2025-02-01,BU05,IT,IC1,7.491,0.658,3.08,1.335,0.659,0,,0.0,,0.0,81627,80204.69,,,
E00208,2025-02-01,BU07,IT,IC1,5.084,0.595,2.87,0.641,0.49,0,,,,,78921,85669.11,,,
E00209,2025-02-01,BU02,IT,IC1,0.654,0.497,3.09,0.789,0.733,0,,0.0,,0.0,61553,143420.51,,,
E00210,2025-02-01,BU04,IT,IC1,4.038,0.375,3.74,1.166,0.584,0,,0.0,,0.0,87364,196387.99,,,
E00211,2025-02-01,BU02,IT,IC1,0.931,0.514,3.22,1.523,0.46,0,,,,,98625,170870.56,,,
E00212,2025-02-01,BU07,IT,IC1,11.083,0.666,3.03,0.965,0.707,0,,,,,94644,83344.68,,,
E00213,2025-02-01,BU02,IT,IC1,5.183,0.499,3.36,0.778,0.505,0,,,,,49767,108644.93,,,
E00214,2025-02-01,BU01,IT,IC1,3.713,0.569,2.8,1.086,0.591,0,,,,,85386,70332.58,,,
E00215,2025-02-01,BU09,IT,IC1,6.311,0.594,3.32,0.997,0.625,0,,0.0,,0.0,64478,64005.73,,,
E00216,2025-02-01,BU01,IT,IC1,7.348,0.639,3.15,0.903,0.464,0,,0.0,,0.0,109542,59700.16,,,
E00217,2025-02-01,BU08,IT,IC1,9.643,0.606,3.43,0.6,0.773,0,,0.0,,1.0,57337,82126.62,manager_coaching,1200.0,improve_manager_experience
E00218,2024-01-01,BU02,IT,IC1,5.183,0.645,2.88,0.6,0.963,0,,0.0,,1.0,52851,111887.37,comp_adjustment,5000.0,reduce_comp_gap
E00219,2025-02-01,BU08,IT,IC1,5.205,0.558,3.53,0.688,0.753,0,,0.0,,0.0,48299,42302.8,,,
E00220,2025-02-01,BU03,IT,IC1,1.029,0.611,3.07,0.997,0.809,0,,,,,63975,97935.69,role_transfer,800.0,increase_internal_mobility_fit
E00221,2025-02-01,BU06,IT,IC1,11.023,0.718,3.7,0.851,0.705,0,,,,,70499,197824.74,,,
E00222,2025-02-01,BU03,IT,IC1,2.935,0.587,2.83,0.895,0.68,0,,,,,70975,165675.35,,,
E00223,2025-02-01,BU07,IT,IC1,0.402,0.391,3.34,0.951,0.54,0,,0.0,,0.0,67657,76848.61,,,
E00224,2025-02-01,BU10,IT,IC1,5.873,0.442,3.59,0.797,0.881,0,,0.0,,1.0,75725,53334.18,workload_rebalance,500.0,reduce_burnout_risk
E00225,2025-02-01,BU09,IT,IC1,9.073,0.646,3.37,0.6,0.905,0,,,,,55388,122988.87,,,
E00226,2025-02-01,BU02,IT,IC1,7.702,0.53,3.62,0.6,0.744,0,,0.0,,0.0,44118,35245.13,,,
E00227,2025-02-01,BU05,IT,IC1,0.526,0.517,2.78,0.6,0.714,0,,0.0,,0.0,42790,164801.14,,,
E00228,2025-02-01,BU06,IT,IC1,7.671,0.563,3.54,0.654,0.796,0,,0.0,,0.0,84227,90836.01,,,
E00229,2025-02-01,BU04,IT,IC1,8.126,0.674,3.34,1.049,0.666,0,,0.0,,0.0,70588,227979.41,,,
E00230,2025-02-01,BU04,IT,IC1,2.059,0.507,2.71,0.6,0.63,0,,0.0,,1.0,31271,45972.15,retention_bonus,3500.0,short_term_retention
E00231,2025-02-01,BU04,IT,IC1,8.698,0.484,3.23,0.645,0.702,0,,,,,87892,151159.56,,,
E00232,2025-02-01,BU02,IT,IC1,8.687,0.65,3.22,1.6,0.677,0,,,,,115630,95577.86,,,
E00233,2025-02-01,BU04,IT,IC1,7.598,0.481,3.22,0.6,0.641,0,,0.0,,1.0,46603,86159.26,retention_bonus,3500.0,short_term_retention
E00234,2025-02-01,BU01,IT,IC1,4.876,0.54,3.1,0.704,0.613,0,,,,,67350,53986.86,,,
E00235,2025-02-01,BU06,IT,IC1,7.702,0.607,3.4,0.6,0.598,0,,0.0,,1.0,50731,130746.03,manager_coaching,1200.0,improve_manager_experience
E00236,2025-02-01,BU01,IT,IC1,2.546,0.592,3.84,0.773,0.596,0,,0.0,,0.0,74601,135562.39,,,
E00237,2025-02-01,BU10,IT,IC1,10.741,0.622,2.77,0.6,0.547,0,,0.0,,0.0,39811,223291.41,,,
E00238,2025-02-01,BU06,IT,IC1,3.713,0.501,3.6,0.6,0.631,0,,0.0,,0.0,58395,157400.39,,,
E00239,2025-02-01,BU01,IT,IC1,4.704,0.574,3.26,1.276,0.622,0,,0.0,,0.0,84412,76547.95,,,
E00240,2025-02-01,BU06,IT,IC1,9.317,0.509,4.17,0.796,0.8,0,,,,,92272,63652.08,,,
E00241,2025-02-01,BU10,IT,IC1,3.294,0.368,3.23,1.087,0.756,0,,0.0,,0.0,69513,54019.71,,,
E00242,2025-02-01,BU08,IT,IC1,10.872,0.63,3.83,0.654,0.393,0,,0.0,,0.0,53174,194051.03,,,
E00243,2024-01-01,BU02,IT,IC1,1.029,0.536,3.02,0.6,0.791,0,,0.0,,1.0,34289,70456.24,comp_adjustment,5000.0,reduce_comp_gap
E00244,2025-02-01,BU02,IT,IC1,2.7,0.58,2.95,0.6,0.577,0,,,,,45929,194663.73,,,
E00245,2025-02-01,BU04,IT,IC1,2.346,0.504,4.22,0.6,0.69,0,,0.0,,0.0,50805,126653.2,,,
E00246,2025-02-01,BU03,IT,IC1,10.067,0.427,3.06,0.6,0.668,0,,0.0,,0.0,46901,116004.21,,,
E00247,2024-01-01,BU04,IT,IC1,4.879,0.561,2.83,0.646,0.749,0,,0.0,,1.0,61135,87101.97,comp_adjustment,5000.0,reduce_comp_gap
E00248,2025-02-01,BU07,IT,IC1,1.823,0.553,3.35,0.6,0.569,0,,0.0,,0.0,53122,134622.29,,,
E00249,2025-02-01,BU01,IT,IC1,9.087,0.55,3.3,0.986,0.761,0,,1.0,2025-03-24,0.0,63592,99306.23,,,
E00250,2025-02-01,BU06,IT,IC1,5.054,0.533,3.46,0.728,0.711,0,,,,,91210,84692.26,,,
E00251,2025-02-01,BU03,IT,IC1,1.446,0.432,3.26,0.6,0.552,0,,0.0,,0.0,51934,136779.8,,,
E00252,2025-02-01,BU10,IT,IC1,2.951,0.417,3.36,0.6,0.621,0,,,,,36901,93726.67,retention_bonus,3500.0,short_term_retention
E00253,2025-02-01,BU07,IT,IC1,7.099,0.449,3.5,0.69,0.536,0,,0.0,,0.0,46836,69819.93,,,
E00254,2025-02-01,BU10,IT,IC1,10.442,0.575,3.7,1.163,0.682,0,,,,,73442,130986.23,,,
E00255,2025-02-01,BU02,IT,IC1,9.541,0.541,3.1,1.172,0.553,0,,,,,75908,97161.7,,,
E00256,2025-02-01,BU02,IT,IC1,10.294,0.48,3.65,1.063,0.712,0,,,,,69018,124608.86,,,
E00257,2025-02-01,BU04,IT,IC1,6.305,0.629,3.76,1.168,0.782,0,,,,,94396,81526.92,,,
E00258,2025-02-01,BU01,IT,IC1,6.96,0.662,3.68,0.6,0.518,0,,,,,56093,58036.12,,,
E00259,2025-02-01,BU03,IT,IC1,0.652,0.537,2.9,1.522,0.521,0,,0.0,,0.0,122793,218318.16,,,
E00260,2025-02-01,BU09,IT,IC1,4.621,0.471,3.62,1.289,0.547,0,,0.0,,0.0,79727,200566.39,,,
E00261,2025-02-01,BU07,IT,IC1,2.877,0.636,3.34,0.6,0.861,0,,,,,24755,148840.23,,,
E00262,2025-02-01,BU07,IT,IC1,2.253,0.545,3.47,1.6,0.561,0,,0.0,,0.0,112446,83986.44,,,
E00263,2025-02-01,BU04,IT,IC1,8.966,0.617,4.02,0.628,0.747,0,,0.0,,0.0,45778,87359.09,,,
E00264,2025-02-01,BU02,IT,IC1,8.12,0.558,2.6,0.6,0.595,0,,,,,41692,186273.78,,,
E00265,2025-02-01,BU04,IT,IC1,9.049,0.713,3.08,0.938,0.57,0,,,,,71921,85280.57,,,
E00266,2024-01-01,BU06,IT,IC1,7.625,0.465,3.77,0.6,0.824,0,,0.0,,1.0,32586,75227.73,comp_adjustment,5000.0,reduce_comp_gap
E00267,2025-02-01,BU03,IT,IC1,3.168,0.602,3.05,0.6,0.622,0,,0.0,,0.0,46938,232217.82,,,
E00268,2025-02-01,BU01,IT,IC1,5.7,0.6,3.15,1.312,0.752,0,,,,,103258,97877.36,,,
E00269,2025-02-01,BU08,IT,IC1,3.179,0.594,3.45,0.879,0.501,0,,0.0,,0.0,72742,221619.42,,,
E00270,2025-02-01,BU05,IT,IC1,10.376,0.428,3.37,0.667,0.509,0,,1.0,2025-04-14,0.0,79561,53297.73,,,
E00271,2025-02-01,BU05,IT,IC1,4.038,0.695,3.22,0.6,0.731,0,,,,,47576,126261.28,,,
