business_unit_id,period_start,revenue,operating_margin_pct,productivity_index,quality_incidents,avg_vacancy_days,headcount_proxy
BU018,2023-07-01,1491111.89,0.19,0.772,2,56.8,47
BU018,2023-08-01,1842144.29,0.275,0.943,3,52.4,31
BU018,2023-09-01,1594207.32,0.258,0.756,4,66.2,28
BU018,2023-10-01,927759.22,0.135,0.908,3,50.0,55
BU018,2023-11-01,1914895.62,0.191,1.01,4,67.4,37
BU018,2023-12-01,1695379.54,0.236,1.189,0,32.4,24
BU018,2024-01-01,2323763.92,0.257,1.151,6,36.8,40
BU018,2024-02-01,2000804.96,0.123,1.155,4,40.7,55
BU018,2024-03-01,2174596.57,0.15,1.074,5,48.1,49
BU018,2024-04-01,1886553.47,0.177,1.142,2,41.4,50
BU018,2024-05-01,1734007.66,0.153,0.843,3,41.6,34
BU018,2024-06-01,1677230.96,0.137,1.025,1,42.7,47
BU018,2024-07-01,2089535.58,0.287,0.991,1,48.9,47
BU018,2024-08-01,1604742.7,0.235,0.978,4,44.7,56
BU018,2024-09-01,2207466.19,0.139,1.2,2,48.6,47
BU018,2024-10-01,1960329.59,0.187,0.939,0,43.3,38
BU018,2024-11-01,2350067.42,0.238,1.114,1,43.0,45
BU018,2024-12-01,1572649.78,0.207,0.993,3,48.4,28
BU018,2025-01-01,1856231.62,0.212,1.088,4,49.7,52
BU018,2025-02-01,1324191.5,0.117,0.948,4,56.0,48
BU018,2025-03-01,2119640.2,0.185,1.069,1,34.8,24
BU018,2025-04-01,1632466.84,0.167,0.921,4,35.6,43
BU018,2025-05-01,1764712.01,0.126,1.051,5,27.8,30
BU018,2025-06-01,1660676.04,0.241,1.075,6,37.3,31
BU018,2025-07-01,1934333.53,0.122,0.825,2,60.2,45
BU018,2025-08-01,2370746.88,0.096,0.906,3,60.1,32
BU018,2025-09-01,1427254.65,0.187,0.981,1,40.9,52
BU018,2025-10-01,1824110.13,0.213,1.293,4,37.1,45
BU018,2025-11-01,2042490.89,0.121,0.991,3,45.0,44
BU018,2025-12-01,1872519.5,0.193,1.042,2,48.1,32
BU019,2020-01-01,2447301.09,0.183,1.165,2,31.7,43
BU019,2020-02-01,2004835.71,0.308,1.008,2,59.3,47
BU019,2020-03-01,2619533.88,0.151,0.977,2,60.1,49
BU019,2020-04-01,2483749.86,0.181,1.15,2,34.2,52
BU019,2020-05-01,2387429.13,0.145,0.823,0,30.5,81
BU019,2020-06-01,2763006.8,0.099,0.952,2,36.6,63
BU019,2020-07-01,2291940.85,0.231,0.985,1,53.9,37
BU019,2020-08-01,2058575.69,0.072,0.793,1,42.4,49
BU019,2020-09-01,1938064.68,0.285,1.048,2,52.9,35
BU019,2020-10-01,2030674.07,0.261,0.788,4,47.3,59
BU019,2020-11-01,1937892.01,0.245,0.893,3,41.2,40
BU019,2020-12-01,2344375.66,0.252,1.04,7,29.0,56
BU019,2021-01-01,2011214.47,0.321,0.986,3,51.6,41
BU019,2021-02-01,2709906.23,0.173,1.115,4,24.7,63
BU019,2021-03-01,2226220.02,0.12,1.17,4,57.7,48
BU019,2021-04-01,2696982.4,0.252,0.92,5,58.3,42
BU019,2021-05-01,2156096.7,0.195,1.17,0,40.7,34
BU019,2021-06-01,1401980.1,0.13,0.871,1,58.5,58
BU019,2021-07-01,2098203.67,0.192,0.93,5,41.3,74
BU019,2021-08-01,2013704.71,0.119,0.96,4,35.3,71
BU019,2021-09-01,1997274.3,0.188,1.115,5,45.1,49
BU019,2021-10-01,2124134.07,0.203,1.015,4,47.1,50
BU019,2021-11-01,2769671.68,0.14,1.154,4,44.1,60
BU019,2021-12-01,1827961.82,0.232,1.247,3,51.3,51
BU019,2022-01-01,1964964.77,0.064,0.87,4,46.7,43
BU019,2022-02-01,2082315.95,0.154,0.831,2,48.5,34
BU019,2022-03-01,2173206.37,0.163,1.064,0,40.8,68
BU019,2022-04-01,2370602.91,0.192,1.152,5,21.4,60
BU019,2022-05-01,2500388.86,0.183,0.965,4,38.4,50
BU019,2022-06-01,2216143.39,0.197,1.07,0,39.1,55
BU019,2022-07-01,2228321.44,0.15,0.854,2,50.1,55
BU019,2022-08-01,1817461.37,0.15,1.077,5,39.8,52
BU019,2022-09-01,2113068.74,0.062,1.037,2,31.6,40
BU019,2022-10-01,1817530.56,0.189,0.966,2,61.5,63
BU019,2022-11-01,2672464.13,0.171,1.076,4,25.3,59
BU019,2022-12-01,1946492.38,0.158,0.947,5,36.5,51
BU019,2023-01-01,1671196.66,0.139,1.055,3,60.4,53
BU019,2023-02-01,2232190.2,0.199,1.05,3,45.0,40
BU019,2023-03-01,2464501.97,0.274,1.017,6,51.0,41
BU019,2023-04-01,2509224.1,0.089,1.046,6,62.9,46
BU019,2023-05-01,2831250.3,0.257,0.96,3,42.7,51
BU019,2023-06-01,2156683.77,0.192,1.0,3,43.5,34
BU019,2023-07-01,1438067.61,0.199,1.031,4,43.4,48
BU019,2023-08-01,2367601.35,0.105,0.959,5,50.2,52
BU019,2023-09-01,2253827.38,0.164,0.921,5,49.3,58
BU019,2023-10-01,1455124.94,0.23,1.1,2,25.9,34
BU019,2023-11-01,2195216.67,0.078,0.938,1,39.0,48
BU019,2023-12-01,1929658.22,0.204,0.974,4,34.5,48
BU019,2024-01-01,1978123.01,0.191,1.14,7,46.4,46
BU019,2024-02-01,2047617.49,0.172,0.997,5,36.1,66
BU019,2024-03-01,2308794.94,0.234,0.864,3,76.6,53
BU019,2024-04-01,2037893.55,0.18,1.146,2,45.4,39
BU019,2024-05-01,1948604.18,0.205,0.841,0,59.7,52
BU019,2024-06-01,2584233.43,0.115,1.061,0,61.6,50
BU019,2024-07-01,2085103.62,0.076,0.981,4,31.9,59
BU019,2024-08-01,2272798.68,0.185,0.962,1,66.0,52
BU019,2024-09-01,1853461.95,0.2,1.042,1,62.4,44
BU019,2024-10-01,1830954.54,0.232,1.039,0,39.1,55
BU019,2024-11-01,2134988.06,0.227,1.151,1,47.6,45
BU019,2024-12-01,2387870.17,0.242,1.084,5,66.0,30
BU019,2025-01-01,2003031.01,0.176,0.942,2,47.8,42
BU019,2025-02-01,2149258.6,0.115,0.886,2,42.5,64
BU019,2025-03-01,2044132.47,0.197,0.739,9,50.7,41
BU019,2025-04-01,2537979.78,0.288,0.931,4,42.6,44
BU019,2025-05-01,2445805.61,0.267,1.045,1,32.0,59
BU019,2025-06-01,2141388.91,0.165,1.033,2,50.3,41
BU019,2025-07-01,1823145.2,0.195,1.056,3,37.9,43
BU019,2025-08-01,1677415.53,0.267,1.22,1,40.9,49
BU019,2025-09-01,1610700.88,0.177,0.995,3,34.1,33
BU019,2025-10-01,2077867.43,0.202,0.736,4,61.3,48
BU019,2025-11-01,1743280.44,0.243,0.991,5,42.6,43
BU019,2025-12-01,2019944.92,0.241,1.027,8,61.4,54
BU020,2020-01-01,2306898.4,0.163,1.051,1,36.3,60
BU020,2020-02-01,3028152.46,0.224,1.112,1,47.9,64
BU020,2020-03-01,2850042.86,0.053,0.726,2,39.4,68
BU020,2020-04-01,2651455.0,0.317,1.05,6,52.6,50
BU020,2020-05-01,2299116.37,0.153,1.01,2,35.6,51
BU020,2020-06-01,2172943.76,0.187,0.94,4,26.5,45
BU020,2020-07-01,1680444.0,0.131,1.138,3,19.5,41
BU020,2020-08-01,2039622.05,0.15,0.983,1,45.8,69
BU020,2020-09-01,2224731.1,0.171,1.342,5,43.5,56
BU020,2020-10-01,2310514.62,0.07,0.877,3,68.3,43
BU020,2020-11-01,2637187.34,0.232,0.859,1,40.0,57
BU020,2020-12-01,1984955.81,0.084,0.945,1,34.6,51
BU020,2021-01-01,1699711.01,0.056,0.984,2,56.0,52
BU020,2021-02-01,1633847.86,0.336,1.259,5,28.9,47
BU020,2021-03-01,2694849.96,0.233,0.885,6,31.8,45
BU020,2021-04-01,3001302.36,0.225,1.067,4,47.1,49
BU020,2021-05-01,2894351.57,0.209,1.114,2,36.0,69
BU020,2021-06-01,1932967.85,0.145,1.106,4,34.4,44
BU020,2021-07-01,3223229.96,0.211,0.754,1,39.4,40
BU020,2021-08-01,2443505.32,0.207,1.074,2,25.0,52
BU020,2021-09-01,1798980.11,0.166,0.798,2,25.1,51
BU020,2021-10-01,2232023.6,0.145,1.059,1,31.6,53
BU020,2021-11-01,2098192.55,0.098,1.056,2,47.6,72
BU020,2021-12-01,2092562.17,0.251,0.901,1,31.0,60
BU020,2022-01-01,2146401.49,0.195,0.883,3,31.3,56
BU020,2022-02-01,2521581.98,0.175,0.969,4,40.1,48
BU020,2022-03-01,1901101.17,0.262,0.815,3,38.4,36
BU020,2022-04-01,2183383.77,0.207,0.86,2,32.9,31
BU020,2022-05-01,3084616.86,0.242,0.913,4,43.8,47
BU020,2022-06-01,2335870.51,0.168,0.952,3,48.7,55
BU020,2022-07-01,1772983.44,0.116,0.968,1,45.0,65
BU020,2022-08-01,2132406.77,0.192,1.055,4,11.7,42
BU020,2022-09-01,1978097.87,0.17,0.999,5,29.7,53
BU020,2022-10-01,2168767.23,0.179,1.063,3,36.6,64
BU020,2022-11-01,2243863.73,0.153,0.796,1,40.0,41
BU020,2022-12-01,2329932.85,0.224,1.051,3,37.1,61
BU020,2023-01-01,1797561.65,0.146,0.954,2,47.3,46
BU020,2023-02-01,2640141.39,0.201,0.779,4,30.0,35
BU020,2023-03-01,2428893.01,0.152,0.992,2,52.9,31
BU020,2023-04-01,2859771.94,0.23,0.986,1,50.9,54
BU020,2023-05-01,1905843.93,0.215,1.037,4,38.6,61
BU020,2023-06-01,2399307.13,0.267,0.933,3,41.5,68
BU020,2023-07-01,2110992.42,0.207,0.933,2,40.6,46
BU020,2023-08-01,2403725.0,0.08,1.023,3,63.5,53
BU020,2023-09-01,2124083.59,0.151,1.158,3,19.5,59
BU020,2023-10-01,2519787.83,0.198,1.238,6,50.4,29
BU020,2023-11-01,1620535.37,0.086,0.942,0,44.6,58
BU020,2023-12-01,1734175.73,0.107,1.131,2,49.9,26
BU020,2024-01-01,2438823.22,0.091,1.018,4,40.4,41
BU020,2024-02-01,2513302.28,0.207,0.861,2,35.0,38
BU020,2024-03-01,2327292.36,0.251,0.97,1,39.1,57
BU020,2024-04-01,1988767.01,0.243,1.002,2,38.2,44
BU020,2024-05-01,3087409.34,0.247,1.242,6,20.9,66
BU020,2024-06-01,2297295.61,0.165,1.245,2,57.7,35
BU020,2024-07-01,2164545.01,0.144,0.956,3,29.7,61
BU020,2024-08-01,1835108.23,0.232,0.971,1,18.0,42
BU020,2024-09-01,2016822.01,0.145,1.063,2,35.9,65
BU020,2024-10-01,1916431.65,0.104,1.003,4,56.9,44
BU020,2024-11-01,1798411.96,0.242,1.055,0,72.0,68
BU020,2024-12-01,2145676.28,0.181,0.942,0,24.8,50
BU020,2025-01-01,2771615.81,0.138,0.963,2,48.8,49
BU020,2025-02-01,2102444.72,0.113,0.976,2,48.6,61
BU020,2025-03-01,2268224.64,0.111,0.841,7,42.6,50
BU020,2025-04-01,2387414.38,0.201,1.028,1,62.2,45
BU020,2025-05-01,2399585.38,0.169,0.909,0,43.7,35
BU020,2025-06-01,2557839.14,0.254,0.941,4,57.2,59
BU020,2025-07-01,1875705.61,0.162,0.956,3,40.4,48
BU020,2025-08-01,2295301.02,0.217,0.954,3,42.2,43
BU020,2025-09-01,2097789.33,0.144,0.99,1,35.0,55
BU020,2025-10-01,1991703.79,0.252,0.9,2,59.5,57
BU020,2025-11-01,2156680.46,0.129,1.081,2,45.1,60
BU020,2025-12-01,2877357.22,0.149,1.105,1,41.4,51
BU021,2020-01-01,2656095.79,0.146,1.057,4,50.9,60
BU021,2020-02-01,2071512.39,0.161,0.992,4,22.8,63
BU021,2020-03-01,3254559.27,0.16,1.054,2,28.6,67
BU021,2020-04-01,2786039.9,0.183,0.817,3,51.9,67
BU021,2020-05-01,3329108.23,0.29,0.903,1,59.3,39
BU021,2020-06-01,2953192.87,0.239,0.735,4,42.1,61
BU021,2020-07-01,2765373.29,0.182,1.083,3,44.8,64
BU021,2020-08-01,2034600.87,0.184,0.956,1,41.6,60
BU021,2020-09-01,2379734.41,0.176,1.146,6,48.3,56
BU021,2020-10-01,2788645.41,0.104,1.107,1,20.3,73
BU021,2020-11-01,2665530.47,0.26,1.14,2,19.7,47
BU021,2020-12-01,2142185.31,0.142,0.944,1,38.1,71
BU021,2021-01-01,2795022.67,0.239,1.063,2,49.8,60
BU021,2021-02-01,2244768.43,0.173,0.94,1,6.2,68
BU021,2021-03-01,3002436.38,0.223,1.06,4,55.8,69
BU021,2021-04-01,2704170.31,0.192,0.985,3,15.9,46
BU021,2021-05-01,2834682.67,0.073,0.852,1,33.8,73
BU021,2021-06-01,2294652.25,0.174,1.196,0,12.0,42
BU021,2021-07-01,1960048.98,0.239,0.906,3,47.0,57
BU021,2021-08-01,2576751.62,0.159,0.704,0,41.2,51
BU021,2021-09-01,2631774.54,0.27,1.009,5,48.1,49
BU021,2021-10-01,1691911.89,0.16,1.214,3,47.6,75
BU021,2021-11-01,2144986.07,0.266,0.74,4,25.7,71
BU021,2021-12-01,2448484.75,0.233,1.128,4,51.0,61
BU021,2022-01-01,2751441.69,0.09,0.88,1,27.4,52
BU021,2022-02-01,2384304.16,0.118,0.829,1,31.1,74
BU021,2022-03-01,2887967.83,0.155,1.009,2,35.9,71
BU021,2022-04-01,3327836.5,0.21,1.095,4,32.7,58
BU021,2022-05-01,2874509.26,0.188,1.007,2,25.2,61
BU021,2022-06-01,2667493.76,0.24,1.066,6,43.2,50
BU021,2022-07-01,2650823.58,0.047,1.092,5,29.5,33
BU021,2022-08-01,2827311.36,0.174,0.865,0,43.4,65
BU021,2022-09-01,3020094.74,0.19,0.924,4,36.6,62
BU021,2022-10-01,2855130.68,0.18,1.027,1,33.2,47
BU021,2022-11-01,2519964.99,0.123,0.842,2,52.4,74
BU021,2022-12-01,2515846.36,0.082,1.114,3,25.8,65
BU021,2023-01-01,2674517.28,0.144,1.115,4,56.2,59
BU021,2023-02-01,2832131.48,0.172,1.017,1,33.9,74
BU021,2023-03-01,2587901.14,0.219,0.93,3,50.1,51
BU021,2023-04-01,2583164.87,0.214,1.093,3,52.7,51
BU021,2023-05-01,2669777.83,0.168,1.054,2,49.0,60
BU021,2023-06-01,3079418.69,0.17,0.952,2,40.7,51
BU021,2023-07-01,2648581.74,0.183,0.946,2,37.9,58
BU021,2023-08-01,2742188.83,0.195,0.968,1,43.9,50
BU021,2023-09-01,2464453.69,0.202,0.907,3,37.4,49
BU021,2023-10-01,2645214.47,0.237,0.949,1,43.0,69
BU021,2023-11-01,2322893.72,0.221,0.964,3,51.4,58
BU021,2023-12-01,2229059.15,0.186,1.034,2,56.5,66
BU021,2024-01-01,2555116.72,0.295,0.915,3,36.3,52
BU021,2024-02-01,2386842.76,0.213,0.974,3,37.7,56
BU021,2024-03-01,3140178.58,0.295,0.907,2,48.2,73
BU021,2024-04-01,2517238.44,0.218,0.984,2,38.6,49
BU021,2024-05-01,2747670.8,0.209,0.95,0,35.5,59
BU021,2024-06-01,2952373.73,0.151,1.059,2,34.4,68
BU021,2024-07-01,2848531.33,0.213,0.993,3,44.3,51
BU021,2024-08-01,2926896.48,0.25,0.922,3,34.0,50
BU021,2024-09-01,2508516.4,0.177,1.05,2,59.9,71
BU021,2024-10-01,2502727.41,0.14,1.177,3,51.0,38
BU021,2024-11-01,2093815.52,0.168,0.992,1,35.8,42
BU021,2024-12-01,3145429.65,0.225,1.115,5,39.5,63
BU021,2025-01-01,3014705.73,0.201,0.97,3,30.4,81
BU021,2025-02-01,3109876.47,0.084,0.993,3,50.8,70
BU021,2025-03-01,2775279.25,0.119,1.214,2,48.7,59
BU021,2025-04-01,3247375.1,0.168,0.969,3,59.7,42
BU021,2025-05-01,3248981.92,0.261,1.106,3,51.0,76
BU021,2025-06-01,2551663.57,0.155,1.039,6,57.7,73
BU021,2025-07-01,2500469.54,0.177,0.994,1,60.9,52
BU021,2025-08-01,3117279.52,0.323,0.976,5,49.0,45
BU021,2025-09-01,2752317.65,0.255,0.829,3,58.2,63
BU021,2025-10-01,2643582.79,0.15,0.994,1,35.9,74
BU021,2025-11-01,2569013.77,0.18,0.934,2,47.9,61
BU021,2025-12-01,2171346.81,0.043,0.966,4,38.0,56
BU022,2020-01-01,1639330.43,0.12,1.084,5,38.6,20
BU022,2020-02-01,1606006.62,0.223,0.855,3,42.7,45
BU022,2020-03-01,2040563.89,0.138,1.07,3,37.3,38
BU022,2020-04-01,1596207.55,0.22,0.893,5,46.8,51
BU022,2020-05-01,2248822.47,0.146,0.91,2,48.4,22
BU022,2020-06-01,1543899.08,0.261,0.829,2,37.3,49
BU022,2020-07-01,1445439.74,0.2,1.056,2,43.5,25
BU022,2020-08-01,1799916.47,0.197,0.85,4,49.6,42
BU022,2020-09-01,1627992.19,0.285,0.857,4,34.1,25
BU022,2020-10-01,1237817.82,0.173,0.955,1,64.5,29
BU022,2020-11-01,1427616.53,0.264,1.042,3,51.0,33
BU022,2020-12-01,1824512.06,0.094,0.978,1,31.4,16
BU022,2021-01-01,1583413.27,0.16,0.91,2,13.1,10
BU022,2021-02-01,1675495.62,0.279,1.035,1,33.6,21
BU022,2021-03-01,1294462.2,0.063,1.119,4,39.8,32
BU022,2021-04-01,2419117.75,0.137,0.979,4,37.0,29
BU022,2021-05-01,1863512.1,0.181,0.891,3,60.4,46
BU022,2021-06-01,1707965.48,0.157,0.926,5,41.8,35
BU022,2021-07-01,1347317.43,0.13,1.019,6,44.6,45
BU022,2021-08-01,1726985.95,0.079,1.073,2,40.8,22
BU022,2021-09-01,1459038.08,0.118,1.176,5,73.3,32
BU022,2021-10-01,1807878.1,0.2,1.121,5,42.9,23
BU022,2021-11-01,1456080.53,0.185,1.021,2,45.4,31
BU022,2021-12-01,1626276.38,0.157,1.162,2,61.4,16
BU022,2022-01-01,1206774.62,0.209,0.983,2,46.2,38
BU022,2022-02-01,1160549.26,0.244,0.911,3,29.1,29
BU022,2022-03-01,1981364.07,0.144,0.891,1,50.1,23
BU022,2022-04-01,1326946.53,0.213,1.309,2,54.0,14
BU022,2022-05-01,1398350.5,0.03,1.045,2,31.5,32
BU022,2022-06-01,1086934.6,0.245,0.801,2,53.9,27
BU022,2022-07-01,1310797.69,0.244,0.815,4,32.8,26
BU022,2022-08-01,1246490.06,0.284,1.09,3,27.5,37
BU022,2022-09-01,1344968.44,0.202,0.736,4,30.3,31
BU022,2022-10-01,1223374.6,0.159,0.948,1,24.1,31
BU022,2022-11-01,1861836.36,0.211,1.05,3,38.0,42
BU022,2022-12-01,1789062.51,0.09,1.098,2,46.7,26
BU022,2023-01-01,1539272.15,0.181,1.02,4,46.3,57
BU022,2023-02-01,1564201.58,0.216,1.019,3,41.9,41
BU022,2023-03-01,2047082.39,0.26,1.082,2,36.8,34
BU022,2023-04-01,995357.02,0.25,0.96,2,43.5,26
BU022,2023-05-01,1475137.02,0.254,0.982,3,57.4,20
BU022,2023-06-01,1391858.62,0.291,1.243,5,39.4,24
BU022,2023-07-01,1586049.59,0.056,0.924,2,48.4,17
BU022,2023-08-01,850996.72,0.288,1.055,1,63.5,17
BU022,2023-09-01,1007296.05,0.245,0.949,3,36.8,35
BU022,2023-10-01,1862996.08,0.282,0.988,2,54.0,28
BU022,2023-11-01,1168834.73,0.137,1.04,4,43.5,44
BU022,2023-12-01,1025551.56,0.185,1.099,4,49.3,33
BU022,2024-01-01,1060243.56,0.259,0.719,1,44.3,37
BU022,2024-02-01,1706244.46,0.24,1.134,2,50.5,20
BU022,2024-03-01,1685039.59,0.234,0.842,4,43.8,42
BU022,2024-04-01,1335082.49,0.219,0.955,3,43.9,31
BU022,2024-05-01,1799715.94,0.285,0.881,4,55.5,24
BU022,2024-06-01,1254606.63,0.172,0.923,3,42.0,30
BU022,2024-07-01,1776244.65,0.217,1.331,1,44.3,45
BU022,2024-08-01,1485504.79,0.216,0.913,4,38.2,43
BU022,2024-09-01,1019756.34,0.113,0.928,2,47.9,48
BU022,2024-10-01,1165395.54,0.246,0.709,2,37.7,45
BU022,2024-11-01,1187002.34,0.1,0.83,5,55.8,24
BU022,2024-12-01,1442461.77,0.102,0.984,3,35.4,34
BU022,2025-01-01,1431997.18,0.099,0.908,4,71.4,18
BU022,2025-02-01,1854350.4,0.292,1.025,5,25.3,36
BU022,2025-03-01,1672103.79,0.145,1.021,6,44.6,50
BU022,2025-04-01,1863767.77,0.25,0.823,2,41.2,33
BU022,2025-05-01,1189945.38,0.335,1.025,4,56.8,38
BU022,2025-06-01,986165.16,0.222,0.959,4,11.7,36
BU022,2025-07-01,2130126.41,0.148,0.923,3,50.3,35
BU022,2025-08-01,1098251.57,0.101,1.046,2,37.6,34
BU022,2025-09-01,1229363.77,0.135,1.063,4,19.1,35
BU022,2025-10-01,1149324.14,0.106,1.025,3,56.4,33
BU022,2025-11-01,572704.76,0.171,0.988,6,29.6,22
BU022,2025-12-01,1225426.37,0.152,0.993,1,34.7,31
BU023,2020-01-01,1485083.03,0.068,1.175,4,47.6,36
BU023,2020-02-01,2229480.19,0.241,0.949,5,25.4,56
BU023,2020-03-01,1148357.11,0.222,1.277,5,43.6,49
BU023,2020-04-01,1834240.61,0.259,1.072,4,45.2,50
BU023,2020-05-01,2970070.14,0.225,1.223,4,45.1,25
BU023,2020-06-01,1909594.2,0.063,0.836,3,55.4,25
BU023,2020-07-01,1384234.76,0.086,0.931,3,49.5,38
BU023,2020-08-01,1364632.38,0.181,0.865,1,43.9,34
BU023,2020-09-01,1541109.71,0.206,1.159,2,57.3,32
BU023,2020-10-01,1086220.85,0.147,0.963,4,44.7,42
BU023,2020-11-01,1108026.67,0.253,0.908,2,40.1,55
BU023,2020-12-01,1089128.18,0.163,1.033,7,55.9,29
BU023,2021-01-01,2360727.19,0.196,1.054,3,51.4,27
BU023,2021-02-01,1547207.22,0.19,1.018,4,32.6,48
BU023,2021-03-01,1605015.49,0.253,0.942,3,60.7,41
BU023,2021-04-01,1670713.26,0.176,0.879,7,59.3,44
BU023,2021-05-01,2467012.1,0.053,1.038,0,31.7,34
BU023,2021-06-01,2292135.85,0.21,1.028,3,56.9,39
BU023,2021-07-01,1835549.35,0.229,0.927,7,46.4,33
BU023,2021-08-01,1308901.84,0.156,1.082,3,48.1,58
BU023,2021-09-01,1926724.04,0.183,0.736,2,23.0,44
BU023,2021-10-01,1631298.56,0.291,1.103,1,35.2,31
BU023,2021-11-01,1470822.28,0.245,0.909,0,41.3,44
BU023,2021-12-01,1487090.69,0.157,1.086,6,41.1,45
BU023,2022-01-01,1524262.44,0.127,0.825,3,48.9,47
BU023,2022-02-01,1982677.48,0.214,1.156,2,54.7,37
BU023,2022-03-01,2772986.55,0.167,1.008,4,32.3,24
BU023,2022-04-01,2034212.85,0.247,1.272,2,59.7,57
BU023,2022-05-01,1401037.63,0.176,1.032,0,43.2,45
BU023,2022-06-01,1750385.72,0.247,1.007,0,34.7,35
BU023,2022-07-01,1829582.9,0.118,1.022,6,28.2,42
BU023,2022-08-01,1763588.83,0.18,1.056,2,52.2,44
BU023,2022-09-01,1580321.38,0.194,1.041,2,59.3,30
BU023,2022-10-01,1482705.59,0.153,0.97,0,8.9,36
BU023,2022-11-01,1577378.58,0.218,1.087,3,41.1,44
BU023,2022-12-01,1217709.32,0.102,0.857,2,21.9,41
BU023,2023-01-01,1671506.67,0.264,1.129,4,53.3,47
BU023,2023-02-01,2054196.33,0.047,1.071,1,63.5,47
BU023,2023-03-01,2192229.61,0.206,0.868,1,40.2,39
BU023,2023-04-01,1377530.5,0.115,1.045,3,31.2,39
BU023,2023-05-01,1387899.15,0.197,0.747,3,45.7,39
BU023,2023-06-01,1456953.17,0.204,0.961,1,45.1,56
BU023,2023-07-01,1684344.4,0.105,1.087,2,73.0,45
BU023,2023-08-01,1298074.64,0.14,0.951,3,43.9,47
BU023,2023-09-01,1071869.17,0.293,0.951,3,34.4,41
BU023,2023-10-01,1572297.65,0.278,0.894,2,72.9,47
BU023,2023-11-01,1499922.82,0.121,0.872,4,52.7,42
BU023,2023-12-01,1462931.16,0.242,1.117,1,50.4,39
BU023,2024-01-01,1608063.2,0.156,1.01,1,57.3,33
BU023,2024-02-01,1725184.04,0.125,0.861,4,38.7,40
BU023,2024-03-01,2616498.07,0.21,1.032,3,34.3,31
BU023,2024-04-01,2052847.36,0.139,0.987,1,50.6,35
BU023,2024-05-01,2075066.44,0.107,1.155,3,28.9,39
BU023,2024-06-01,1979793.81,0.139,0.925,8,43.7,37
BU023,2024-07-01,1842378.74,0.202,1.063,1,26.6,26
BU023,2024-08-01,1953069.13,0.225,1.079,3,48.0,42
BU023,2024-09-01,1409952.28,0.14,1.001,3,32.4,40
BU023,2024-10-01,1945621.34,0.199,1.069,1,76.4,35
BU023,2024-11-01,1269133.53,0.203,1.055,1,39.8,28
BU023,2024-12-01,1217597.37,0.125,0.915,6,39.8,54
BU023,2025-01-01,2072727.36,0.233,0.875,6,51.4,62
BU023,2025-02-01,1912431.7,0.217,1.149,3,57.4,46
BU023,2025-03-01,1976081.52,0.119,1.032,3,28.8,25
BU023,2025-04-01,2357737.38,0.308,0.888,4,40.2,47
BU023,2025-05-01,931863.69,0.183,0.963,5,43.4,52
BU023,2025-06-01,1717613.79,0.177,0.847,3,34.5,43
BU023,2025-07-01,1809518.75,0.252,1.031,11,48.2,54
BU023,2025-08-01,1825677.01,0.257,1.091,5,25.8,21
BU023,2025-09-01,1982065.8,0.142,0.9,7,60.3,41
BU023,2025-10-01,1578071.45,0.285,0.922,1,35.5,36
BU023,2025-11-01,1350500.21,0.155,0.99,6,51.3,29
BU023,2025-12-01,2453255.47,0.13,0.931,4,44.6,46
BU024,2020-01-01,1949562.45,0.196,1.005,3,64.3,54
BU024,2020-02-01,1596614.37,0.168,1.025,5,12.7,71
BU024,2020-03-01,2864141.59,0.154,0.963,2,39.2,70
BU024,2020-04-01,2442754.3,0.241,0.733,2,25.3,30
BU024,2020-05-01,2613914.03,0.214,0.989,7,64.9,57
BU024,2020-06-01,2258888.19,0.162,1.247,6,39.1,30
BU024,2020-07-01,2640429.63,0.204,1.043,4,30.1,45
BU024,2020-08-01,2158765.71,0.336,0.986,3,37.1,34
BU024,2020-09-01,1390690.78,0.174,0.977,3,49.4,42
BU024,2020-10-01,1846408.42,0.114,1.058,4,21.9,49
BU024,2020-11-01,2105655.7,0.224,1.106,3,39.9,54
BU024,2020-12-01,2259201.49,0.131,0.886,2,36.9,50
BU024,2021-01-01,2455833.59,0.12,0.806,2,39.1,48
BU024,2021-02-01,2523475.44,0.203,0.876,3,28.1,56
BU024,2021-03-01,2862085.38,0.157,0.893,2,36.1,61
BU024,2021-04-01,2743115.5,0.265,0.821,5,16.4,56
BU024,2021-05-01,3360889.57,0.27,1.223,1,56.0,50
BU024,2021-06-01,1883433.05,0.228,1.079,5,2.8,55
BU024,2021-07-01,2273800.7,0.139,1.016,4,45.6,54
BU024,2021-08-01,2158159.74,0.258,0.852,0,32.2,64
BU024,2021-09-01,2405706.52,0.188,1.221,4,15.8,58
BU024,2021-10-01,2175705.3,0.291,1.038,2,61.3,62
BU024,2021-11-01,2021526.55,0.292,1.151,5,16.7,38
BU024,2021-12-01,2680675.26,0.088,0.843,2,30.1,56
BU024,2022-01-01,2542425.77,0.123,0.995,3,73.8,47
BU024,2022-02-01,2721928.13,0.119,0.965,6,46.2,59
BU024,2022-03-01,2226421.79,0.137,0.78,1,43.9,62
BU024,2022-04-01,2918228.71,0.216,1.08,5,49.6,61
BU024,2022-05-01,3122099.12,0.167,1.044,6,49.6,69
BU024,2022-06-01,2752898.37,0.137,0.941,4,45.7,48
BU024,2022-07-01,1961777.39,0.348,1.058,2,40.1,65
BU024,2022-08-01,1798530.17,0.231,0.818,3,49.9,54
